,0,1,2,3,4,5,6,7,8,9,10,11,12
19574,ERICH2,GNG12-AS1,DCLRE1A,ATP6V1H,ZNF300,RBAK,CCDC112,AC005180.1,AC007848.2,R3HDML,AVPR2,AL138900.2,LINC01498
19575,AC007405.1,OCSTAMP,AC090198.1,ZNF837,AC025171.5,LANCL2,TAF9,AL603832.3,AC006206.1,AL160411.1,ENDOU,FCRL4,TPH2
19576,AL357673.1,CDH22,AC130324.1,EIF3M,ZNF550,RAB39B,UBE2M,AC007422.1,AC006206.2,AL035045.1,SYCP2L,AC106785.2,AC091534.1
19577,C2-AS1,AL031687.1,HAMP,KATNA1,DDX20,CCDC7,ECH1,ANKRD2,LINC02443,AC011510.1,RBM24,LINC02167,KCNC2
19578,TUBB2B,DIRAS3,EPAS1,PTPDC1,SDF4,CRTAM,MTFMT,PPP1R3C,CACNA1C-AS4,AC026585.1,FBLN1,AC092325.1,AC073525.1
19579,OSR1,SLC12A5-AS1,MYBPC3,CDK5RAP2,NOTCH4,ZNF512B,PNO1,AC007422.2,LINC01177,AKNAD1,C10orf113,AC018558.1,AC090502.3
19580,NRXN1,SPATA25,GPR19,ZNF420,BCKDHB,CCDC71L,ERCC4,C1QL1,CORO7-PAM16,AC079070.1,PDE1C,AC018558.3,AC090502.1
19581,IL4,RPE65,OCLN,SEC61A2,RPS2,NXT2,RTP4,LINC00502,PRM3,SPATA42,LINC01580,AC018558.2,LINC02394
19582,AC006042.1,SPINT4,AC239868.3,TOLLIP-AS1,AL135925.1,KDM4A,POMGNT1,AL365434.2,PRM1,CBLN2,FGF18,LINC01566,AC136188.1
19583,PBOV1,WFDC13,DNHD1,IL12A,SPRYD4,GHET1,PFKFB2,AL365434.1,PRAP1,AC069114.1,AL390037.1,AC023824.3,LINC02445
19584,AL451062.1,WFDC10B,AC026471.1,UBQLN1,AKR1B1,PJA1,GTF2H3,ANKRD1,AL360181.1,AC027458.1,LINC02575,AC023824.4,AC090503.1
19585,C6orf10,WFDC11,RGPD2,ACACA,DNMT3A,AC132192.2,TTC3,AC015936.2,ZNF511-PRAP1,LINC01899,AC092723.4,AC023824.1,LINC02444
19586,AL139424.1,WFDC10A,LCLAT1,SPTBN5,APOLD1,ANKS1A,TP53I13,AL390862.1,AC009121.1,LINC01541,AC008637.1,AC023824.5,AC133480.1
19587,CENPS-CORT,WFDC9,AL358472.5,FNBP1L,THAP6,FUBP3,ARHGAP19,AL391704.3,AL513523.3,AC091691.2,CCL25,AC135776.2,TRHDE
19588,OR2A5,WFDC8,SMIM5,SUPT20H,ANKEF1,LUC7L3,Z83847.1,AL391704.1,MIR202HG,AC090415.2,LINC00379,AC135776.1,AC090109.1
19589,COL16A1,EPPIN,NKILA,SPDYE3,LINC02352,MIR181A1HG,PRX,AL391704.2,AL513523.4,LINC01910,SEPT3,LINC02184,AC011601.1
19590,AL445250.1,EPPIN-WFDC6,NRBP2,PLS1,PGS1,ATP11C,EPS15,LINC01828,AC007216.1,LIVAR,TRBV24-1,LINC00273,FBXW12
19591,AL354864.1,WFDC6,IGHV3-7,CR936218.1,SLC7A1,FAM122C,USP34,PLCE1-AS2,ADGRA1-AS1,AC068254.1,IGLV3-19,AC133561.2,AC073612.1
19592,BTC,SPINT3,AC004130.1,GPR85,PATJ,RMND1,LRSAM1,AL389885.1,ADGRA1,AC119868.2,KCNMA1-AS1,IGHV3OR16-7,AC078860.1
19593,AL138787.2,AL031663.2,AP006623.1,KLHL29,ASB16-AS1,LINC02019,ARHGEF19,PLCE1-AS1,LINC01168,AC090337.1,ADAMTS8,IGHV3OR16-11,LGR5
19594,CTAGE4,WFDC2,RAB11FIP3,ERICD,FAM177A1,LRRC1,LRRC37A2,PYY,LINC01167,BANF2,AGBL5-AS1,AC140658.1,TSPAN8
19595,CORT,AL138789.1,BIVM,CLIP3,THUMPD3,TRMT2B,MRPS27,AC004596.1,LINC01166,AC096708.2,AC011997.1,AC136428.1,AC025575.2
19596,ZNF454,AL035412.1,SIDT1-AS1,AC011825.2,YIPF5,TIGD2,ANKMY2,AC012370.2,COLEC11,AC022035.1,EPB41L1,IGHV3OR16-13,AC025575.1
19597,IL5,AL049812.3,HOXA7,FAM221B,LINC01684,AC104825.1,AL049780.2,SLIT1-AS1,AC010907.2,AC005909.1,A4GALT,IGHV3OR16-12,AC123905.1
19598,PDLIM4,EMILIN3,WDR31,AC010240.3,SSTR2,MARCH5,KRT73-AS1,AC007389.3,LINC01165,LINC01912,AC100858.3,AC136944.4,AC083809.1
19599,TEKT2,AL133343.1,CHL1,AC243829.1,KIF18A,ZRANB3,CCDC184,AL390729.1,AL451069.1,AC068112.1,BTBD17,AC136944.1,AC084032.1
19600,CFB,AL035420.1,AC010280.2,GATAD2A,MALINC1,DDX24,ZNF425,AC007389.5,ALLC,AC100844.1,SPACA6P-AS,TP53TG3F,AC078922.1
19601,LINC02469,AC133865.1,SCUBE1,SAMM50,AL035413.1,AC132872.1,SLC25A30-AS1,OPALIN,AC007601.2,LINC01903,EIF4E,AL138900.1,MYRFL
19602,LINC01759,C20orf173,VXN,PSMA3,CAND1,YPEL4,AL022326.1,AC118345.1,AC007598.2,AC022655.1,APOOL,LINC02192,AC025263.2
19603,PF4V1,AC099786.3,PHACTR3,NGDN,ILF3,Z82206.1,ZSCAN22,AL136181.1,AC010333.1,AC114689.3,C8orf82,LINC01571,BEST3
19604,UNC5C,AC099786.1,C1S,HCG18,RARS2,ENOPH1,SFXN4,AC003043.1,AC010907.1,AC110597.3,HPS4,LINC02134,AC078923.1
19605,MYBPHL,GDF5OS,MNS1,COIL,WDR92,PRDM15,ERAL1,AC092669.1,DCDC2C,AC110597.1,ISOC1,AC007344.1,AC078820.1
19606,LINC01317,FAM83C,AL024498.1,MAPRE3,PROK2,AC015982.1,AP001462.1,MEIS1-AS3,LINC01304,CDH19,USP10,AC087564.1,AC011611.2
19607,DIO1,LHX8,RGS13,ZNF189,ARFGAP3,ZNF232,GNE,LINC01798,PRM2,AC023394.1,SNRPA,AC009166.1,AC011611.3
19608,AL357054.3,AC099786.2,SLCO4A1,GALE,LYRM1,AP000911.1,SBF1,LINC01797,TNP2,CDH7,VCAM1,SALL1,MYF5
19609,LINC02217,SLC44A5,AP001059.1,ALG6,CCDC96,AC008280.3,ZNF3,ACSM6,LINC01195,AC090398.1,LPGAT1,AC027688.2,MYF6
19610,SLC25A27,AL357314.1,CEND1,CENPU,AP4B1,AC008105.1,COMMD2,AL157834.1,AL360181.3,C18orf63,GAPVD1,AC027688.1,AC074031.1
19611,AL445470.1,ASB17,MSX1,KRT7,MACROD1,ERVMER61-1,TAPBPL,LINC01799,LINC00940,LINC01922,SEPT8,LINC02127,PTPRQ
19612,PDE11A,AL031668.1,DKK3,RBM44,ESYT2,DEPDC4,TMEM131L,CYP2C9,AC007221.1,FAM69C,BRAF,AC025810.1,OTOGL
19613,MOBP,AC092813.1,TRAV27,SBF1,MYO18A,C9orf163,MRPS31,CYP2C19,LRTM2,AC087399.1,RAB11B-AS1,LINC02128,AC073569.1
19614,GRID2,AC092813.2,TRDV3,PIF1,PEX10,LGALS4,PHKG1,AL583836.1,AC007221.2,AC107892.1,C7orf31,INSRR,AC073569.2
19615,TAS1R1,AL121906.1,AC092546.1,ZNF664,GPR183,AL645940.1,CXorf40B,CYP2C18,AC007218.1,AC134978.1,BORA,LRRC71,AC027288.1
19616,AL356276.1,AC104458.1,INPP5J,SGO1,SMC5,MIR155HG,SPSB1,LINC01628,LINC00942,LINC01029,SLAIN1,AC007493.1,AC027288.3
19617,ADGRF1,LINC02567,AL391422.3,HOMER1,B3GNTL1,BNIPL,PDSS2,LINC01180,AC004672.1,AC123786.1,ALDH6A1,LINC02178,AC090709.1
19618,LINC00607,BPIFA1,SVOPL,ARRDC2,NAPEPLD,AC011603.2,ZGRF1,AC007403.1,GRIN2A,AC124254.1,RPAP1,AC007493.2,PRSS50
19619,AC007391.1,BPIFA3,PDZK1,SLC17A5,FBXO8,AFAP1L2,MAST3,AL356608.1,AC007218.2,NBPF6,LARP4,AC007610.2,AC068993.2
19620,C1orf143,AL121901.1,RAB42,DLG1,AC090948.1,CHAC1,IRAK1,KRT35,AC133565.1,AC100863.1,TBL1XR1,AC007610.1,AC079362.1
19621,RMDN2-AS1,BPIFA2,HTR1F,MLH3,AL136454.1,LARGE1,PACS1,AL731566.2,AC131649.1,AC018529.1,SEMA6B,AC007603.1,PRSS50
19622,AC016708.1,BPIFB4,TMEM200A,SYT11,AP001505.1,CATIP,WDR75,KRTAP3-2,LINC02455,LINC01879,CHD6,LINC02179,AC128707.1
19623,C3orf70,BPIFB3,TCL1B,GPSM2,MAF1,SCAANT1,MED25,AL139121.1,LINC01290,LINC01927,RBM14,AC007861.2,LINC02424
19624,GPR61,BPIFB6,AL034417.3,PSMB8,INO80E,TYRO3,FAAP24,AC005871.1,AC006205.1,LINC00683,RFC5,AC007861.1,AC073571.1
19625,AL359881.2,BPIFB2,AC004466.1,ZNF337-AS1,FASTKD2,AL162377.3,RAB2B,EMX2,AC027277.1,LINC00908,LAS1L,C16orf78,AC138331.1
19626,AC099669.1,SUN5,LINC02081,AC090061.1,SEMA4C,LATS2-AS1,BPGM,LINC01793,TEKT5,AC009716.1,INSIG2,AC007614.1,AC073591.1
19627,TMEM151B,EFCAB8,ERP27,AC092117.1,KATNB1,TNPO1,C19orf54,AC005871.2,AC007595.1,AC103808.5,SLC19A1,CBLN1,PRSS45
19628,AC083829.2,AL035071.2,SCMH1,ZXDA,LIN7C,THAP9,TRIM2,KRT40,AC007406.4,AC103808.3,ARV1,AC044798.2,LINC02464
19629,CYP2W1,ST6GALNAC5,NT5DC3,RPUSD2,NCAPD2,ENTPD5,AL031775.1,KRTAP3-3,AC007406.1,AC103808.4,ETFB,AC044798.1,AC109583.3
19630,AL031847.1,AL109827.1,SPRED2,MAN1C1,CCNQ,DUS2,TAS2R4,AC007100.1,AC133065.1,AC103808.2,ATXN2,AC023813.4,AC124784.1
19631,AC005355.1,ERICH3-AS1,SBF2-AS1,PHB2,AC137767.1,ESRRA,MSH3,AC007179.2,AC007406.3,LINC01893,RBAK,AC023813.1,PRSS42
19632,LINC01117,LPIN3,ZNF827,FAM219B,AC116913.1,ACSL5,AC116407.2,KCNK18,AC026369.1,AC103808.6,HARS2,AC026470.2,MYL3
19633,AC107294.2,LRRC53,DENND2C,ZSCAN16-AS1,AC020765.2,CHCHD5,RASSF1-AS1,MIR3663HG,AC108488.2,AC090457.1,WDFY2,ABCC12,LINC02407
19634,GUCA1A,AL354949.1,TRIP13,NSMCE2,STAG1,ARGLU1,GADD45GIP1,VAX1,FAM138D,AC021506.1,VEZT,AL590408.1,PTH1R
19635,AL109945.1,AL035665.1,DEPDC1,CCNC,DCTN5,NAF1,NOP14,AC007179.1,FRG2B,LINC01898,AC244090.1,AL512785.2,LRRC10
19636,MARK1,AL009050.1,IGLL1,FAM76B,ATAD3B,EHMT2,ADNP2,AC005383.1,C16orf96,AC116003.2,CHM,IDH2-DT,AC127894.1
19637,LINC02014,AL133419.1,MCAM,SPN,REXO1,OXSM,EGR3,KRTAP3-1,AC141930.1,SMIM21,TOP1MT,AL139142.1,FAM240A
19638,HLX-AS1,LINC01370,P4HA3,ATP6V1E2,ZDHHC23,GOLIM4,GON7,AC016825.1,LCE1C,AC116003.1,AMD1,ARHGDIG,SLC26A10
19639,TRBV11-2,AL118523.1,AC011471.2,BISPR,GOLGA8R,POLR2D,FIZ1,C10orf82,NTN3,AC116003.3,MARVELD1,AL031599.1,AC108721.1
19640,AL512274.1,LINC01734,AL353593.1,POLI,PRSS36,PSMB7,GINS4,PNLIPRP1,OR2M2,AC009704.1,CXCL8,Z97198.1,AC068305.2
19641,AC074286.1,AL583808.1,P3H3,FLYWCH1,ANKZF1,TBL3,CCDC51,PNLIP,OR2M3,AL591719.2,ERCC1,TNFSF18,LRIG3
19642,TRBV12-5,AL583808.2,SYNPO,AC004148.2,TCF20,NHLRC2,PPIAL4G,AC009970.1,OR2M4,AC090358.1,RRAGA,HBZ,LINC02388
19643,TRBV6-4,ARHGAP40,DNM1,DOHH,PPP1R16A,WDR73,MTOR,CCDC172,OR2T33,LINC01916,AL360012.1,AL022310.1,AC020637.1
19644,AC107294.3,ADIG,AL662884.4,MTUS1,TIMM29,KLF8,LINC00526,GFRA1,TAS2R50,AC007631.1,FOXN3,FAM138E,LINC02403
19645,AC104109.3,AL391095.3,AC104590.1,AL078644.2,SFR1,ZNF304,E2F2,KRTAP1-5,PRH2,GRP,LAT,OR4F4,AC083805.3
19646,FOXQ1,AL391095.2,AC005224.4,BRWD1-AS2,FASTK,C7orf43,C1orf52,AL355340.1,OR2T12,LINC01926,SETD4,OR4F15,NICN1
19647,AC074389.2,LINC02238,AL157895.1,NDST2,GATB,CTNNBL1,UTP14C,KRTAP1-4,AC006518.7,AC104365.2,FBXL17,OR4F6,AC083805.2
19648,MYMX,AL359555.2,XCR1,DIS3L2,TMEM129,NUCB2,ACTR3C,KRTAP1-3,AC018630.2,GSTM1,NMU,LINC02348,BSN
19649,HPCA,AL359555.4,AC147651.1,GALC,UFL1,SCAF8,CYP2R1,AL513324.1,OR2M7,AC104365.1,CIITA,AC090164.4,AC025165.3
19650,AC006058.1,AL359555.3,AC107464.3,OLA1,MOV10,PYURF,ZW10,KRT39,OR14C36,AC000032.1,TRMT10A,AC090164.3,BSN-AS1
19651,TMEM213,KIAA1755,AC097103.2,ZNF808,FAM214A,BUD23,RBAK,AC022395.1,AC093525.1,AC104971.2,MKKS,SLC9C2,B4GALNT1
19652,OR10K2,AL031651.1,AC055822.1,TRBV6-2,TIMM50,AREL1,VWA8,LINC01795,TAS2R9,AC105105.4,NCAPD2,ANKRD45,AC025165.1
19653,SOWAHA,VSTM2L,KCNK12,COA5,APOL3,VPS37A,CWC27,AC025947.1,OR2T4,MIR122HG,AACS,AC036108.1,AC022511.1
19654,GIPC2,AL162293.1,CCR4,TXNDC15,UBN1,EID2,RPS17,AC009988.1,TAS2R7,AC105105.2,SPATA6,AC019254.2,AC022506.1
19655,AC008443.2,LINC00489,POC1B-AS1,ACYP2,PXN,FBXW11,LATS1,MIR217HG,LINC02366,AC090236.1,NFYC,AC090907.2,CAMKV
19656,DCANP1,LINC01746,NEIL1,DHX58,RPRD1A,IPO8,UTP23,LINC01153,OR2T6,AC107896.1,CLN3,AC090907.1,AC137834.1
19657,RUVBL1-AS1,NNAT,AC110769.2,RTF1,CCDC189,PDCD6,TNFAIP1,AC010998.3,OR2T1,LINC01897,GTPBP10,TEX50,AC105935.2
19658,ABCG5,GHRH,Z84485.1,UBL5,LANCL2,FLYWCH1,NBPF1,AC010998.1,OR2T2,GSTM5,SLC27A4,AC015712.7,SEMA3F
19659,TFAP2D,TGIF2-RAB5IF,LINC00278,CCDC122,HIST1H4E,RRP36,UGDH,LINC01813,OR2T3,AL158847.1,CDPF1,AC015712.4,GNAT1
19660,AL121970.1,AC105271.1,SEZ6,IMP4,LATS1,FAM84B,MCTS1,KRT222,OR2T5,AC090340.1,ATXN7L1,AC087762.1,SEMA3B-AS1
19661,C6orf222,AL121895.2,ALMS1,CATSPERB,FBF1,SMN1,THAP6,AC007743.1,OR2T29,ST8SIA3,RAP2A,AC027020.1,GPR182
19662,TRPV6,AL121895.1,CARMIL2,AC007378.1,BTD,AP001462.1,AL606760.3,LINC01561,OR2T34,LINC02565,HMGCL,CERS3-AS1,SDR9C7
19663,AL357552.2,SNAP25-AS1,ZNF616,MAPK10,NOL10,RAB4B,LINC00685,PLPP4,AC022075.2,BOD1L2,ATP6V0A2,AC015660.1,MIP
19664,TRPV5,AL353612.1,MTG1,GSC,VIRMA,ZBTB4,NR3C2,LINC01779,AC022075.3,AC100775.1,ADAT1,AC015660.4,ZMYND10-AS1
19665,PAPOLB,LINC01523,ITFG2-AS1,AC127024.6,PDCL,ECI2,CLK3,KRT25,AC093525.2,EPS8L3,DRG2,AC015660.3,Z84492.1
19666,AC099499.2,AC016229.2,TOGARAM2,ZBTB20-AS1,ING5,TUBGCP6,TMEM238,KRT26,TAS2R42,AC012301.1,GABPB1-AS1,AC015660.2,AC073896.1
19667,PCDHGC3,LINC01544,FN3K,SEMA3A,AC013394.1,LTN1,HNRNPR,KRT27,AC115676.1,AC006305.3,ASH1L,AC036108.2,LINC02448
19668,IL17A,AC105094.1,SYTL2,EGFL8,AP000845.1,SCAND1,AC008267.5,KRT28,OR2M5,LINC01539,TBC1D22A,Z97986.1,AC080011.1
19669,AL596188.1,AC097059.2,KIAA1324L,AL603832.1,R3HDM2,CASP2,GTF3C5,AC090283.1,SMCO3,AC006305.2,DHX16,DNM3OS,AC079035.1
19670,AC025174.1,AC090409.2,WDR27,AL050343.2,AL354733.3,ARMT1,RWDD2B,AC004231.3,AC005606.2,LINC01905,FBXL3,MYOC,AC078814.1
19671,AMOTL2,AC113137.1,PRICKLE3,ZDHHC15,RFX7,OTUD3,PET117,KRT12,OR11L1,AC006305.1,SFPQ,Z97653.1,TMEM89
19672,LHFPL5,MC4R,AC004832.6,KIF16B,VPS26A,AC009005.1,DERA,KRT20,AC008114.1,AC009271.1,WASHC4,LINC01142,LINC02585
19673,AC007938.3,AC090621.1,TBCE,PKNOX1,WRB,SEC24B-AS1,HRASLS2,AL157788.1,AC005606.1,LINC01416,UPF3A,Z97652.1,LINC02421
19674,MIR34AHG,AC090771.2,MYH10,ZNF559,ATN1,NBAS,ACSL3,AC004231.1,OR2W3,AC022031.1,GLT1D1,AL133297.2,LINC02442
19675,SIX2,AC090377.1,TBC1D8-AS1,AC132192.2,ALDH9A1,AC074032.1,ETFBKMT,PRLHR,AC007527.2,AC040963.1,TMEM42,PTX4,LINC02420
19676,BMP3,AC010776.3,TRIM73,TIE1,EGR2,ZNF687,ALG5,LINC00867,GRIN2B,RAX,RANGAP1,AL162399.1,AC073530.1
19677,LINC01381,AC010776.2,NCAPH,AL512604.3,ZNF420,TMEM107,COQ10A,AL365318.1,LINC01559,AC007948.1,GRIPAP1,AL032819.3,AC078889.1
19678,KIF6,AC010776.1,PAXBP1-AS1,AL117381.1,PPP1R12A,COLEC12,OXSR1,KRTAP1-1,AC009065.6,AL355310.2,KLF3,AL023495.1,LLPH-DT
19679,LINC01565,AC090213.1,EPHX2,SPIRE2,PEMT,AC005520.2,EEF1E1,VWA2,AL691442.1,LINC01538,ZNF699,PRRX1,AC078927.1
19680,DGKI,AC016229.1,HS3ST3B1,UNC45B,DNAJC14,AC004839.1,GMDS,RPEL1,AC007688.2,AC100848.1,RB1CC1,Z97200.1,LINC02425
19681,DPYSL5,AC093117.1,ZNF585A,WWC2-AS2,TNFRSF12A,MTRNR2L1,GNL2,KRTAP16-1,OR2T8,LINC01924,MYL12A,AC120498.4,AC090673.2
19682,AL662907.3,PAK5,SLC6A16,AC006017.1,CC2D1A,RING1,INO80B,AL353148.1,OR2AJ1,LINC00305,FAM149B1,TPSD1,AC090023.2
19683,KCNK3,RAX,LINC00957,TRPM3,ZNF429,AC240274.1,KLF9,AL731574.1,AC008115.2,SERPINB7,FOXRED1,TPSAB1,LINC02454
19684,TMEM108,GRP,IGLC7,AC087392.3,LRFN1,SIPA1L3,AC007114.2,SORCS3-AS1,OR2AK2,SERPINB3,HENMT1,MROH9,AC090023.1
19685,AC112250.2,AC040963.1,ZFP30,ZC3H12B,CTNNBL1,IFT140,CDK2,KRTAP9-8,AC007619.1,SERPINB11,ACO2,AC120498.10,AC025419.1
19686,FNDC7,LINC01926,AL162231.1,DBH-AS1,DCAF1,PHETA2,AP5S1,AL161646.2,AC106820.5,SERPINB4,LIX1L,FMO3,AC135895.1
19687,AC024028.1,AC104365.2,CYP51A1,HYAL1,AC023908.3,PCCB,GLB1L,AL161646.1,OR2L5,SERPINB13,ACTR10,AC120498.6,LINC02231
19688,LINC01914,AC104365.1,NPR3,SUN3,SCNN1D,SLC20A1,MAD2L1BP,KRTAP9-4,OR2L3,SERPINB12,ZSWIM6,AC120498.1,LINC02389
19689,BTBD9-AS1,AC104971.2,SLC38A5,ADGRB1,ZNF785,BIN3,ZNF57,AL162742.2,LENEP,SERPINB5,ZMYM4,AC120498.3,AC025262.1
19690,C2orf91,AC105105.4,PYCARD-AS1,AC091057.2,H1FX-AS1,GDPGP1,PITHD1,KRTAP9-9,AC007450.1,SYPL2,SHOC2,FMO2,AC078962.2
19691,AC091736.1,MIR122HG,LIG1,AL133371.2,AC121761.1,USP46,TMEM135,KRTAP9-6,PRB1,AC100843.1,TBC1D12,AL021026.1,C3orf84
19692,SLC13A4,AC105105.2,NOP2,AC141424.1,AL355073.2,GTF3C2,NOP2,KRTAP9-7,PRB4,AC027514.2,RNFT1,AL031598.1,C12orf56
19693,AL109936.2,AC090236.1,EPN2,AC090948.2,AL592071.1,AC093827.4,WDR46,KRTAP29-1,PRB3,LINC01544,ASB8,C1QTNF8,AC025576.1
19694,AC022296.3,AC107896.1,TMPPE,LINC00887,DDR1,SMIM19,AKAP8L,KRTAP17-1,OR2T35,AC105094.1,GMPPB,SSTR5,AC025576.2
19695,AC008443.3,LINC01897,L3MBTL4,AC008264.2,SNURF,VPS25,MTR,KRTAP2-1,PRSS41,AC090409.2,LMBR1L,AC009041.3,AC020611.2
19696,AL513327.3,AC092802.2,CDCA8,AC092953.2,KCTD1,SRF,AL031777.3,KRT33A,GLIS2-AS1,GNAT2,RBM18,AL445673.1,RXYLT1-AS1
19697,AC093274.1,AC097059.1,ZNF461,ITGB4,C1orf74,GALNT6,ATXN7,KRT33B,ZNF705A,AC113137.1,RBM23,LMF1-AS1,AC026116.1
19698,SNHG18,AC027514.2,AC073508.3,MAS1,GNRH1,MDN1,BEND7,NEURL1-AS1,AJ003147.1,MC4R,RMDN2,AL031716.1,LINC01490
19699,NEXN-AS1,AC100843.1,NOS3,TNXB,GJB7,HOMER1,RNPC3,AC092155.1,AJ003147.2,AC090621.1,PIAS3,FMO1,AC104304.1
19700,AC091946.2,AC093579.1,IQCK,AC079447.1,AL596202.1,TTI1,AC092490.1,KRT34,OR1F1,AC090771.2,MYOF,GNG13,EPHA3
19701,AL032821.1,AC022035.1,RAPGEFL1,AL031432.5,AC135050.1,LENG9,G2E3,AC092567.1,AC006511.4,AC090377.1,DAG1,PGPEP1L,AC117377.1
19702,AC016747.2,AC005909.1,E2F8,BDNF-AS,ADGRF3,SNAPIN,GTF3C3,KRT31,SLC2A14,AC010776.3,ANKRD52,LINC02351,AC122683.1
19703,HCG15,LINC01912,SLC22A5,AC130456.5,ZC2HC1C,DTL,PIK3CA,AC003958.2,AC092159.3,AC010776.2,TMTC2,TMC7,AC099560.1
19704,IGFBP7-AS1,AC068112.1,AL080317.3,AC124944.1,AC007365.1,RAP2B,AP001160.3,KRT37,NANOGNB,AC010776.1,GNA12,AC091544.5,AC117505.1
19705,PCDHGA4,AC100844.1,RRM2,AC013565.3,AC027682.4,CXXC1,ASMTL,KRT38,DPPA3,AC090213.1,VPS4A,AC107976.1,AC009743.1
19706,STOX2,LINC01903,SPIN3,TRBV7-3,FBXL4,DUSP10,CACTIN,KRT32,GDF3,AC016229.1,PORCN,AC009432.1,AC063948.1
19707,C1orf189,AC022655.1,TTPAL,PRRT3-AS1,HIST1H2AI,NARFL,MRPS2,INA,APOBEC1,AC016229.2,NUP93,LINC01581,SLC5A8
19708,TTBK1,AC114689.3,GOLGA6L4,AC007952.7,MYO1D,ZNF460,RSRC2,SORCS1,ACSM4,AC012572.1,CD101,PAPPA2,AC063947.1
19709,C1orf167,AC110597.3,LRP5L,MAST1,DNAL1,DBF4,LPIN1,LINC01435,AC092159.1,AC044873.1,PGGT1B,ASTN1,AC138360.1
19710,AC117490.2,AC110597.1,PLK1,AC090921.1,AL133523.1,TMEM106B,HBS1L,AL353740.1,AC116609.3,AC091027.2,TRBV1,AC110023.1,NR1H4
19711,GRIK3,CDH19,RMRP,PLXNB1,BNC2,PAIP2B,MAP3K13,AL356476.1,AC233309.1,AL034430.1,RSPH14,AC091078.3,SLC17A8
19712,CLDN22,AC023394.1,TTLL5,TAS2R46,AP001412.1,RTTN,LEO1,KRTAP2-2,OR2C1,AL354824.2,GAB4,AC091078.1,CCK
19713,LINC01778,CDH7,TLCD1,LINC01976,TAMM41,SIRT3,IL1RAP,AL592546.1,AC025283.3,AL354824.1,AP001999.1,AC112693.1,AC018358.1
19714,AC006967.3,AC090358.1,AL135905.1,AL590096.1,MRPL28,GDPD3,MBTD1,KRTAP2-3,AC116609.2,SNAP25-AS1,ARHGAP39,BRINP2,FAM71C
19715,AL138916.2,LINC01916,PRR4,SYCE2,POPDC2,ZNF627,BTBD6,NRAP,AC116609.1,AL445433.2,MSH4,AC106028.5,AC069437.1
19716,AL121935.2,AC007631.1,TSPAN16,AC087289.2,EDC4,AC109826.1,AC023908.3,HABP2,LINC01939,PARAL1,AC113361.1,LINC01645,KRBOX1-AS1
19717,AC114810.1,AC007948.1,CXADR,AC027607.1,TBX6,BAG2,NDN,KRTAP2-4,AC113607.1,AL353612.1,AC022079.2,AC091544.7,LYZL4
19718,LINC02108,LINC01538,AL358333.3,VASH2,RAD51D,AC062017.1,SNAP47,KRTAP4-7,AC006111.1,PAK5,AC004922.1,AL122019.1,LINC02409
19719,AC006482.1,AC100848.1,LINC01088,ZFR2,AC010542.4,AC068338.2,TMEM129,AL139120.1,AC114808.1,PLPPR4,REEP2,LINC00930,AC013417.1
19720,FAM107A,LINC01924,GYPE,ROBO4,ABI2,RBM41,SYNJ2BP,KRTAP4-8,AC114808.2,LINC01708,NODAL,AC015722.2,AC007656.1
19721,AC022217.3,LINC00305,AC104423.1,GALR2,ANAPC7,DAPK3,ORC5,KRTAP4-16,SRL,PALMD,EIF1AX-AS1,C15orf32,KLHL40
19722,IGKV3-15,SERPINB7,AL357078.3,CYP17A1-AS1,SPRY1,MRPL35,SPATA5L1,KRTAP4-9,AC108462.1,HAO1,AC244131.2,AC090985.1,AC007513.1
19723,IGKV1-16,SERPINB3,PTPRCAP,ADAMDEC1,CEP95,BRD7,AC005726.5,TECTB,AC092111.3,LINC01706,IQSEC3,ST8SIA2,HHATL
19724,AL034347.1,SERPINB11,ZNF112,AC021851.1,MANEA,ACY3,IL10RB,AC021035.1,AC092159.2,LINC01751,AC006064.3,AC116903.1,HHATL-AS1
19725,LINC01250,SERPINB4,SLC5A4,AC211486.5,AL359513.1,CHORDC1,PUS1,KRTAP4-11,AC024224.2,AL080248.1,AC102953.1,LINC01741,AC007298.1
19726,KCNJ9,SERPINB13,AC087286.2,DLK2,B4GALT1,MED22,CYB561D2,KRTAP4-12,ZSCAN10,LINC01428,AC016395.1,AC107958.2,CCDC13-AS1
19727,ENPP6,SERPINB12,RASAL1,HIST1H2AL,RBX1,MLH3,ZDHHC13,KRTAP4-6,AC003965.2,AL096799.1,IGLV1-47,AC107958.3,AC099329.3
19728,IGKV1-27,SERPINB5,AC022182.1,PARP2,ALG9,LINC01806,AL591895.1,KRTAP4-5,OR2T27,LINC01713,LINC02555,RASAL2-AS1,AC092042.3
19729,LINC02365,ABCA4,ZNF774,MED7,TIMM8A,RETSAT,LINC01534,KRTAP4-4,OR14I1,CASC20,AC007064.2,AC068831.7,CYP8B1
19730,AC099552.2,AC090340.1,ABCG2,ITPKC,NFAT5,HESX1,B3GAT2,KRTAP4-3,CLEC2A,AL118505.1,AP000282.1,AC103739.2,AC084398.2
19731,SPATA12,ST8SIA3,STBD1,PRPS2,DNA2,SAMD15,ZNF587,KRTAP4-2,KLRF2,LRRN4,AL450384.1,AC103739.1,AC079907.2
19732,HCG17,LINC02565,AC002464.1,AC068491.3,AC099568.2,B3GNT2,MINDY3,KRTAP4-1,AC004034.1,MCM8-AS1,TMEM51-AS1,AC091167.2,LINC02456
