,0,1,2,3,4,5,6,7,8,9,10,11,12
19733,AL355482.2,AC105227.1,PTPN3,VPS37A,AL596094.1,NME6,UBE2A,KRTAP9-1,AC004233.4,AL109935.1,AL355075.2,AL160286.3,LINC00485
19734,DLG1-AS1,AC090227.1,IGHV1-3,OMG,COL1A1,GFM1,AC020659.1,AL360182.2,AC004233.2,LINC01729,IGLV1-51,NPHS2,WSCD2
19735,HSPB7,AC090227.2,IL2,AL158163.1,ALDH8A1,ARID5B,COQ8A,KRTAP9-2,AC079779.1,AL109935.2,AC091729.1,AC087633.1,AC126177.4
19736,COL26A1,MIR137HG,IQCH,RNF5,ARHGEF4,EPDR1,NLK,KRTAP9-3,AC006581.1,LINC00658,G2E3-AS1,AC087636.1,AC126177.8
19737,AL451070.1,AC091170.1,SOAT2,RBM11,PODNL1,ZNF354C,H1FX-AS1,AC013480.1,AC079779.3,AL121757.2,AC007666.1,LINC01657,AC126177.2
19738,TRIM40,BX005019.1,GUCY2D,LINC00278,IDH1-AS1,IPO9,TAS2R31,TAS2R42,AC108134.1,PROKR2,TRPC6,AC104260.1,SLC22A13
19739,SCN2A,AC044840.1,PANX2,SEZ6,BEST4,ZNF540,AC138696.2,LINC02442,AC006581.2,AC093019.2,AC079313.2,AC015722.1,AC078929.1
19740,MOGAT3,AC016866.2,AL391069.4,PLEKHH3,AC090229.1,L1TD1,GDF9,AC025627.1,A2ML1,AL121890.2,PERM1,AC022523.3,AC079385.3
19741,NAT16,AC016866.1,AC026979.3,Z84485.1,AL513314.2,PARP4,PKN3,AC007952.8,A2ML1-AS2,SNAP25,AC233755.1,LINC01582,AC079385.2
19742,NKAIN1,AC114684.1,AL121894.2,PAXIP1,HOXA1,CEACAM19,BSCL2,AC106017.1,A2ML1-AS1,PLPPR5,ARHGAP8,AC022523.1,SCN5A
19743,LINC01948,LINC01776,LRRC49,AC034111.1,AC012511.1,BX323046.1,AC121761.1,AC106017.2,AC092490.2,PRNT,AC093424.1,LINC02251,SCN10A
19744,SLC6A1,AC048380.1,AC015969.1,EIF2AK2,PACRGL,AL122035.2,POLR3E,AC239804.1,AC079779.4,LINC01776,AC008781.1,AC024651.1,AC116038.1
19745,AC008937.1,ZBTB7C,AC068580.3,CYB561D1,SRP14-AS1,ANKRD33B,C18orf25,MFAP4,AC105393.2,AL683887.1,AC005342.1,AC024651.2,AC011595.1
19746,SHH,AC120349.1,AC100827.4,AP001437.1,AL158151.3,AL354707.1,HECTD1,AMHR2,AC105393.1,PCSK2,SLC39A5,TNN,AC011595.2
19747,PRSS12,AC102797.1,DIRC3,AC010331.1,AL160408.2,AC093157.2,DHX32,AC239802.2,LINC01874,AL121892.1,PCDHGA6,LINC02254,CASC18
19748,PCDHGB3,MIR4527HG,KIF26B,FAM104B,AL162586.1,CCDC150,ZNF512,SP7,AC093326.2,AC099566.1,AP000223.1,LINC02253,XIRP1
19749,PCDHGB2,SKOR2,C15orf38-AP3S2,RELL1,AC115618.1,AC138969.1,C8orf76,AC004448.3,LINC01875,AL049794.2,AL589666.1,AC020704.1,MYRIP
19750,RNF39,PLPPR5,LINC02503,ZNF154,AF196972.1,RASA4B,AL139274.2,AC004448.2,AC093326.1,LINC01787,LINC01526,SPATA8,AC012555.1
19751,TFAP2A-AS1,AL445433.2,CCDC42,RBMX2,HCG14,ARHGEF26,ADGRF3,LINC02094,UBE2Q1-AS1,AL121584.1,TMEM130,SPATA8-AS1,AC012555.2
19752,IGKV2-30,PLPPR4,AC022517.1,C18orf25,PRR33,MCAM,AC007365.1,AC004448.1,NPR1,AL138808.1,CTHRC1,AC087477.4,AC025265.3
19753,AC092811.2,ELOA2,BX004987.1,NIPA1,AL139011.2,AL031728.1,ATG9A,AC021072.1,AC010333.3,MACROD2-AS1,AP000786.1,AC087477.3,AC025265.2
19754,LINC01356,ELOA3,AC015468.3,ACTR10,AC006160.1,AL034550.2,SPAG8,CISTR,FP565171.1,FLRT3,CXCL14,AC087477.5,STAB2
19755,AC144450.1,ELOA3B,AL121972.1,MYNN,EFNA1,RAC3,AL596202.1,DNAJC5G,AC106796.1,DPYD-AS1,TRAV38-1,AC087477.2,LINC02401
19756,AC068946.2,ELOA3C,AC004948.1,GTF2H1,TRAPPC12-AS1,AC102953.2,ADORA3,AC115989.2,AL353740.1,AL050320.1,CELF2-AS1,AC103746.1,ENTPD3
19757,JAKMIP2-AS1,ELOA3D,AL049712.1,TRAK2,AC100810.3,STAP2,LOXL2,AC073573.1,LINC01435,ISM1-AS1,TAS2R5,AL008626.1,AC068643.2
19758,TEX43,ST8SIA5,KIF24,AP003721.4,KIAA0895,AC020915.1,CTRL,AC005722.2,SORCS1,MIR137HG,AC004834.1,LINC02157,AC068643.1
19759,RGSL1,LINC01708,SPTB,MRPS23,OR4D9,CSNK1D,SART3,AC005722.3,AL353148.1,BX005019.1,AL133492.1,AC012409.4,ASCL1
19760,AC023154.1,PALMD,AL590428.1,ZNF266,FAM71D,CCDC69,SRPK2,AC239802.1,AL731574.1,LINC01723,GABRR2,AC012409.1,PAH
19761,AL137076.1,AC023421.2,AC015922.4,MANEA,TLN2,PLCG2,TBC1D20,KRT78,SORCS3-AS1,AL078623.1,EFCAB6,AC012409.3,LINC02410
19762,Z99127.1,SLC14A2-AS1,AC104958.1,EPC2,KDF1,FIGNL1,ZPR1,KRT79,AC082651.4,LINC01722,AC012213.3,NR2F2-AS1,AC092042.1
19763,AC003092.1,DPYD-AS1,CAVIN4,HAUS2,AQP11,ADRB1,RBM26,KRT4,AL161646.2,AL136460.1,AL022476.1,AC024337.2,AC078955.1
19764,AC068313.1,MAPK4,LINC01659,LIMK2,AC087752.4,ANKRD10,AMZ2,KRT3,AL161646.1,AL109838.1,KHDC1L,AC024337.1,LRRIQ1
19765,AL365259.1,BOD1L2,SLC16A14,C19orf25,FAM201A,FAM32A,MPLKIP,KRT76,AL162742.2,AL035448.1,AL121787.1,AC012409.2,AC024941.2
19766,SPATA18,LINC01787,AL031123.1,FBXL15,AC104024.1,TMTC3,FBRSL1,AC055716.3,AC137056.1,LINC00687,FOXD4,AC027013.1,LTF
19767,AL358115.1,AC100775.1,AC005304.3,INVS,AC092849.1,PLEKHA3,CCDC186,AC007952.1,AL161636.1,AL161938.1,LIN28A,Z94057.1,RTP3
19768,ANGPTL3,AC012301.1,AL162414.1,BX890604.1,CBX2,AP2A1,COG1,AC076968.1,SPRR2G,AL109837.2,AL031283.2,LINC01681,AC079598.1
19769,CFAP206,AC006305.3,AC091173.1,UBAC2,ADPRHL1,ATP6V0C,FAM104B,PRB3,AC141273.1,AL049649.1,GLB1L3,METTL11B,LINC02258
19770,CALCR,LINC01539,AC002550.1,LRWD1,AL512306.3,MAPK8IP1,DCAF11,SMUG1-AS1,SPRR2F,C20orf187,LINC01783,MEIOB,AC010196.1
19771,TMEM196,AC006305.2,ANO7,CRIPT,SERHL2,APIP,MED9,AC079310.1,SPRR2E,AL158042.1,PRAME,AL157714.2,AC016993.1
19772,AC079341.1,LINC01905,LINC02541,ZNF492,AC009318.4,ZFAND2A,AC092910.3,DCD,NEURL1-AS1,AL050403.1,TRAV35,U95743.1,MGAT4C
19773,Z97205.2,AC006305.1,AC136475.8,FAM209A,AL512770.1,AP001412.1,PSMD3,LACRT,DNAH3,AL135937.1,AC023794.4,AC003009.1,NTS
19774,APOD,AC009271.1,AC120024.1,ZNF667,AC073575.2,AL162377.1,ZNF227,TBC1D28,SPRR2B,AL133396.2,ATP5MF-PTCD1,U91319.1,RASSF9
19775,AL451074.6,LINC01416,AP003059.1,ENAH,AC017100.1,MSN,MAGI3,LINC01154,INA,PRND,LINC00639,AC009134.1,AC131532.1
19776,AC025442.1,AC022031.1,UPK3B,RFPL1S,TTC26,LINC02062,SCOC,FBXW10,RPEL1,AC091027.1,PLN,SHISA9,ALX1
19777,CADPS,LINC01760,MYL4,FBRS,LINC00565,AC007325.4,KYAT1,AC079313.1,AF001550.1,RAD21L1,FAIM2,AL390730.1,AC133794.1
19778,DDAH1,AC022031.2,FAM66B,FTSJ1,AC006252.1,DOPEY1,IP6K1,AC107982.2,ZP2,TMEM74B,AP001596.1,AC109597.1,TSPAN19
19779,C6orf58,LINC01650,UTS2B,SNIP1,AC025031.4,CCDC77,U2SURP,AC090286.1,AL356608.1,AMY1A,C9orf131,AC010333.3,AC084879.2
19780,ATP2B2,TCF4-AS1,OR5H14,TNKS2-AS1,MIR181A2HG,AC026202.3,APOLD1,AC023794.2,AS3MT,RSPO4,AC092746.1,AL390730.2,SLC6A15
19781,GPR156,AL445218.1,H3F3C,AC133919.1,AC004771.1,TBX6,HNRNPL,AC023794.6,AL356476.1,AMY1B,AKR1D1,AC010333.1,AC090679.1
19782,AC243836.1,LINC01929,AC145207.6,ZSCAN22,ECT2L,SLC16A13,E2F6,PPIAL4C,PDILT,SLC52A3,AC092111.2,AC007598.2,AC090679.2
19783,KDR,LINC01761,GGT5,AL022326.1,MSANTD1,USP45,TRNT1,AC007952.3,SPRR2A,SCRT2,VLDLR,AC007601.2,AC093025.1
19784,AC022384.1,AL356479.1,LEP,TLDC1,AC005540.1,TXNL1,MAK16,HOXC13-AS,AL360182.2,AL121758.1,ATP6V0A4,RXRG,AC090680.1
19785,EFCAB9,AL683887.1,AC091152.2,SETD4,AC005696.4,APOM,MAML1,AC023794.1,VWA2,AMY1C,AC008083.1,AC007216.1,LRRC2-AS1
19786,PCDHGA3,DYNAP,RYR3,ZNF180,MTO1,CCDC120,TMEM14B,PRR30,TMC7,LINC01676,AC025031.1,LRRC52,AC089998.1
19787,VEGFC,STARD6,RUNDC3A-AS1,CIP2A,PPP4R3B,GCLC,SNRPA1,AC012531.1,S100A7,LINC01677,REP15,LINC00254,AC089998.2
19788,MAATS1,AC099566.1,AC024361.2,AC017083.1,PIGK,CUL7,LMNB2,HOXC8,S100A7L2,LINC01661,BX322234.1,AC009121.1,AC089998.4
19789,SHOX,LINC01917,AL353611.1,CCP110,MRPL51,LRRC41,FAM24B,HOXC-AS1,S100A7A,AL034548.1,CCL19,PRM1,TDGF1
19790,AC244035.2,LINC01919,AC069213.1,MXRA7,ZNF517,PSMD3,NOM1,HOXC9,AL592546.1,DEFB132,AL162632.3,PRM2,AC069228.1
19791,AC254633.1,AC103949.1,AL355075.3,MYO19,BAZ1B,FAM76A,KHNYN,AC012531.3,NRAP,DEFB129,SCN8A,PRM3,PPFIA2-AS1
19792,AL683807.2,DCC,AC116366.2,CHAF1B,SEC61A2,DR1,COMMD10,HOXC10,HABP2,DEFB128,CCDC89,TNP2,PPFIA2
19793,DLX6,AC016383.1,ACER2,CACNB3,CHTOP,NNT-AS1,HDAC5,HOXC11,CLEC19A,DEFB127,LINC00640,AL626787.1,AC024941.1
19794,PDGFRA,LINC01630,CHRNA7,LZTS2,FOXRED1,PPP6R2,NBEAL1,HOTAIR,AL139120.1,DEFB126,AC068775.1,AC133065.1,LINC02009
19795,AC019163.1,AC091551.1,AC011939.3,GLYCTK,GKAP1,AP002748.3,AFF4,HOXC12,AC130456.2,DEFB125,AC006547.1,AL390115.1,AC024909.1
19796,SPATA4,AC096708.2,DLGAP1,TPST1,EIF3I,AC244090.1,CSNK1G1,HOXC13,PGLYRP4,AC139100.1,SYCE3,AC007595.1,AC010201.1
19797,AC073352.1,AC090337.1,ARHGEF33,AC002553.1,ABCF3,USP37,AC008555.5,KRT77,AC130456.4,AC021594.2,AL161725.1,TEKT5,AC023161.1
19798,IGKV2D-29,AC026585.1,AC005740.4,ZNF627,RALGPS1,SLC39A3,TRAF3IP1,AC004702.1,TECTB,AC021594.1,TMED7-TICAM2,AC027277.1,AC006055.1
19799,GSX2,AL356414.1,SPRY4,LRP8,ZNF142,CHTOP,SKIV2L,LINC01984,AC130456.3,AC068473.2,AC018643.1,AL583804.1,AC006058.2
19800,ARSF,HSPA12B,AP001496.1,ZNF28,CSTF2,AP5S1,HSDL2,FAM27E5,AC021035.1,NBPF4,LINC02156,LINC01290,AC006058.3
19801,AC093668.3,AL121989.1,AP005671.1,VARS2,KLHL17,TMX1,HMGA1,LINC01460,PGLYRP3,AL359258.1,AC004241.2,AC131649.1,AC123567.2
19802,AL596218.1,GFRA4,LINC02086,ATL3,UBA2,AP005329.3,MTHFD1L,LINC01563,LOR,AC018445.1,AL391152.1,LMX1A,TOPAZ1
19803,AC018462.1,AC093155.3,ADAMTS13,GEMIN5,CDS2,AC087164.1,NBPF14,AC068418.2,PRR9,AC023090.1,AL121956.1,AC010401.2,AC012464.1
19804,GPR88,SLC4A11,NEU4,ALG1,SMIM12,RAD50,GNB4,AC233702.5,LELP1,AL390038.1,MANSC4,AL357568.1,AC012085.2
19805,AC017083.3,UBOX5-AS1,AC104695.2,AGPAT5,SMPD2,DEDD2,C15orf41,AC233702.7,GPR139,SALL3,DNAJC22,LINC02186,LINC01988
19806,AF250324.1,GNRH2,AC008753.3,LRRC42,RBM43,RILPL1,ATRIP,KCNJ18,AC092132.1,LINC01896,AP003469.2,AC138811.1,LINC02412
19807,ANGPTL7,TMEM239,PRR19,CRKL,ISOC2,PDXDC1,HIST1H2BF,AC008121.3,GP2,C20orf202,NYAP1,AC138811.2,ZNF197-AS1
19808,AL450992.2,C20orf141,AC064805.2,ZNF57,PXMP2,TRMT61A,CAMK2N1,HIGD1C,AC082651.1,AMY2A,H1FNT,AC136618.1,AC098649.1
19809,AC011287.1,AL035460.1,AC072039.2,RAB37,ING2,ADCY9,PHF20,AC008121.2,UMOD,AL121781.1,AC090115.1,C1orf226,AC090049.1
19810,AC012087.1,TMC2,AL157938.2,DNHD1,CCDC138,CARS,MTMR14,LINC02002,AC104794.3,AL136531.2,AC024257.4,SPATA46,AC025254.1
19811,AL031005.1,AL049650.1,TMEM132A,ZNF546,XPO1,DNAJC16,SRR,TMPRSS12,CYP17A1,AL139350.1,TBX1,AC126755.4,AC126175.1
19812,LINC01890,TGM6,PRR29,SEC23A,COMMD1,ZBED4,LEKR1,AC138761.3,LINC01164,ADRA1D,PRDM6,AC126755.2,AC025035.1
19813,AL023584.1,TGM3,AC018742.1,RAD52,VIPAS39,NEURL4,PUS10,AC209154.2,TLX1NB,AL356414.1,AL121809.2,NPIPA8,DCN
19814,UNC80,AL121899.1,ERICH6,MCM3AP-AS1,PATZ1,METTL26,HLCS,AC015818.8,AC008870.4,AC104457.2,GRIK1-AS1,AC091489.1,LUM
19815,AC012594.1,PDYN,EFCAB12,KIF3C,C6orf136,HMGCS1,EID3,FAM186A,AC008870.3,AL589990.1,AL450311.2,AC010601.1,KERA
19816,AC010973.2,SIRPG-AS1,CASKIN2,LINC00115,AL683813.1,ADSS,WDR90,AC008147.1,AL133215.1,HSPA12B,AC068987.3,AC025277.1,EPYC
19817,AL663074.1,AL049634.2,AC026347.1,ZNF578,NAXD,CDYL,AC105020.6,AC132825.2,SEMA4G,LINC01349,AP000654.1,AC109495.1,LINC00615
19818,ST7-AS2,AL136531.2,AC112484.3,ZNF470,TNKS,ACTR1A,UBE2V1,GPD1,AC012317.1,GFRA4,AC025031.2,AC092326.1,CCER1
19819,AC106791.2,RAD21L1,AC025580.2,L3HYPDH,CLK2,HAUS7,HNRNPA1P48,AC093690.1,AC007314.1,SLC4A11,TACR2,AC138969.3,AC112481.1
19820,AL354872.2,C20orf202,GNB3,AC134682.1,C19orf25,NKTR,LINC00852,AC131274.1,CHP2,UBOX5-AS1,AC024896.1,AC136624.2,AC084365.1
19821,LINGO4,TMEM74B,SCHIP1,ZNF324,PUS3,NUP155,VSIG10,AC131274.4,LINC2194,GNRH2,PHKA2-AS1,AC130651.1,LINC02392
19822,AC022201.2,RSPO4,AC013472.3,SUCLA2,LRP12,SULT1B1,SMIM15,AC025154.1,CACNG3,TMEM239,IGLV4-69,AC026401.1,LARS2-AS1
19823,LINC00691,SLC52A3,FARP1-AS1,C16orf91,MED9,RABL2B,ZNF469,AC025154.2,AC008938.1,C20orf141,AC023790.2,AC140504.1,AC084200.1
19824,EGF,SCRT2,AANAT,DNAH1,OSER1-DT,THAP1,C1orf53,AQP2,AC092687.2,AL035460.1,U62317.4,CCDC190,AC096920.1
19825,PTH2R,AL121758.1,AC004233.3,KCTD7,AP001157.1,PLCG1,UBE2V2,LINC02395,LINC01567,LINC01307,LINC00574,RGS4,AC034102.2
19826,AL136309.4,AC099063.1,AC022929.2,MYLK4,NKIRAS1,RAB28,CHST14,LINC02396,WNT8B,LINC01709,AL023284.4,AL499616.1,IQCF6
19827,PTGER3,AL034548.1,AL358075.2,JPT2,TRMT6,MAML1,PEX11B,AC068987.5,AL139819.1,OLFM3,KLRC4-KLRK1,AC138932.2,AC025253.1
19828,PRR27,DEFB132,MIR3681HG,TARBP2,MCCC2,CCNC,AC137630.3,AC245100.6,LCE6A,TMC2,AC020900.1,AL592435.1,AC104445.1
19829,LY6G6C,AL355981.1,LINC01209,RNASEH2B,MORF4L2-AS1,ZNF362,AC127002.1,AC068987.4,LCE1A,AL049650.1,AC018653.1,AC136443.4,MDFIC2
19830,LINC00242,ADRA1D,AC046130.1,CHMP7,SPATA5L1,ZFP64,EIF3F,AC068987.1,AL138921.1,TGM6,AC078778.1,AC009167.1,FOXP1-AS1
19831,SPTA1,DEFB128,AC090425.2,TP53BP1,SPATA2,VCL,ANKRA2,AC015818.9,ATP6V1C2,TGM3,FZD4,PLA2G10,AC097634.2
19832,RARRES2,AL139350.1,LINC00563,ARHGEF18,ZNF274,AL391069.2,BX284668.5,KRT71,LCE1B,AL121899.1,AL109910.2,AC040173.1,AC079906.1
19833,OTX1,AL360219.1,AP001372.3,PLSCR3,VPS16,SLC17A9,CSK,KRT6C,AQP8,PDYN,LINC02471,LINC02130,SLC38A4
19834,AC005586.1,AC092807.3,CNTD1,AL021807.1,RNF169,HIST1H4A,SNUPN,KRT6B,CPN1,AC114485.1,AC103923.1,AC130650.1,AC105265.3
19835,AC008074.1,AC092807.2,KIAA1024L,LINC01679,AP000766.1,RBM15,SNX11,KRT75,AC008741.1,AC099567.1,KRT74,AC133565.1,LINC00870
19836,AL354892.2,HAO1,ZC3HAV1L,KREMEN1,PUSL1,F12,ZNF81,AC055736.1,AC092687.1,COL11A1,AC010168.1,AC007218.2,AC112219.2
19837,LINC01361,LINC01706,P2RX6,LINC00471,GTF2H1,TRAPPC2L,PIP4K2C,KRT82,LINC02191,SIRPG-AS1,THBS2,GRIN2A,AC079950.1
19838,LINC01712,LINC01751,AC008770.2,AC135782.3,MINDY3,DTWD2,LINC01089,AC078865.1,HS3ST4,AC095032.2,SH2D5,AC025283.3,AC008127.1
19839,LINC02579,AL080248.1,CLIP1-AS1,AL683807.1,GTF3C5,BTBD2,AC027307.2,KRT84,AC007249.1,AL049634.2,SGIP1,AL022100.2,DBX2
19840,UNC5A,LINC01428,PRKG1,TOB2,STAU1,RRS1,SIRT1,KRT85,LINC01514,SLC44A5,LINC02518,OR1F1,AC112219.1
19841,POU4F3,AL096799.1,FAM71E1,TONSL,PHLDB3,ZNF154,NIFK-AS1,KRT83,AC005632.4,AC099786.2,ACBD7,AJ003147.2,AC025030.2
19842,COL25A1,LINC01713,AC069307.1,DNAL4,ZNF681,FBXO31,MRPL39,AC121757.1,LBX1,LINC01716,TRBV10-2,AJ003147.1,MUC19
19843,TSPAN12,CASC20,AC008738.2,CCT8,ZNF254,APEH,AL353194.1,C2orf16,SPRR2D,AC010636.2,AC073842.2,ZSCAN10,AC134508.1
19844,AC093158.1,AL118505.1,GPR161,ALDH5A1,ALG13,NDRG3,KATNA1,AC021066.1,SPRR1B,AC025811.1,AL132989.2,AC108134.1,ADAMTS20
19845,MEIKIN,LRRN4,RBFOX2,NCK1-DT,MTFMT,SLC5A6,ERMP1,KRT7-AS,AC104794.4,AC011516.1,AL139021.1,DPT,LINC02461
19846,AC010745.5,AC092807.1,AC024267.6,RUFY2,MYO9A,C21orf58,FP565260.1,AC015818.4,PDZD9,ZNF729,AL133163.2,AL031275.1,AC012038.1
19847,AC108099.1,MCM8-AS1,FBXO16,ARHGAP35,PRPSAP1,ARHGEF7,MUTYH,CDRT15L2,SPRR3,AC073539.3,AP000426.1,AC004233.2,AC012038.2
19848,AC010745.2,AL109935.1,SYN2,ABHD4,TMEM14B,CCAR2,TBC1D13,LINC00592,SPRR1A,AC073539.1,CYP3A43,AC004233.4,LINC02450
19849,LINC01360,LINC01729,AC104806.2,ZNF813,ISY1,CYP2R1,AC136475.3,AC078864.1,SPRR4,ZNF676,LUADT1,LINC00626,LINC02451
19850,ZRANB2-AS1,AL109935.2,TMEM171,TTC34,TMEM191B,FOXP4,ATRX,AC078864.2,CYS1,AC003973.1,TEX46,AC004034.1,LINC02402
19851,CADM3-AS1,CLCA2,AL583856.2,AL359915.2,MFSD6,XIAP,NCOA6,LINC02088,AC009034.1,AC003973.2,AC069294.1,LINC00970,AC104435.2
19852,LINC02515,LINC00658,CCBE1,FKBP5,BORA,KYAT3,SLC39A4,AC126365.1,AC104794.1,LINC00664,WISP3,AC003965.2,LINC02400
19853,LINC00298,AL121757.2,AC063943.1,MRPL43,PHRF1,LRRC57,NR1D2,AC245100.7,SPRR5,AC010615.4,PCOLCE-AS1,AL031726.1,AC090531.1
19854,TLX2,PROKR2,AC087393.2,FGD3,NOM1,CCL3,C3,AC245100.1,IVL,AC008739.1,AC008115.1,PRSS41,PDZRN4
19855,AC022126.1,CLCA1,STEAP1B,TUBGCP4,C2orf49,KBTBD2,RNF14,ANKRD33,AC009021.2,AC010329.1,AL356740.1,Z99758.1,CNTN1
19856,AC025180.1,CLCA4,RAPGEF5,WDR5,MTF2,LRP8,HIST2H2BF,MUCL1,SMCP,AC098484.1,YAP1,AC093525.1,AC099328.2
19857,TDRD10,AL121890.2,FAM169B,CYP51A1,WDR48,SCOC-AS1,WDR17,AC027287.2,AC130466.1,AC010636.1,SFRP4,AC093525.2,AC004466.3
19858,IL17RB,AL133396.2,SLC47A2,KBTBD6,FAM219A,FUT8-AS1,FUNDC1,OR9K2,HS3ST2,AC008554.1,SVOP,NTN3,LINC02354
19859,PCDHGA7,PRNT,TMEM17,CRELD1,XPNPEP3,POLE2,ST7L,AC080011.1,AC127459.2,TFAP2C,RASGEF1C,AC106820.5,FAM19A4
19860,SFTA2,PRND,PWP2,AC016394.2,TSPAN31,ARAF,ECE1,C12orf56,FGF8,AC099795.1,AC007349.2,SELE,WNT1
19861,FST,AL121781.1,IGHV1-69D,LINC01569,RNF220,ATAD3C,SIN3B,AC025576.1,AC010789.1,AC011477.3,VWA7,AC009065.6,AC073610.2
19862,AC010969.1,DEFB129,EPN2-AS1,AL358472.2,CYREN,AL592183.1,PRR34,AC025576.2,SCNN1G,FAM183A,MAB21L1,AL021940.1,PRICKLE2-AS1
19863,DEPDC1-AS1,DEFB127,RFPL4A,AC018797.2,NIT2,ZNF644,AL020996.1,AC020611.2,AC099482.1,TMEM125,AL139383.1,AC005606.1,PRICKLE2-AS2
19864,AL137789.1,AC119868.2,ADAM20,AC012360.1,PIGH,BRF1,AC005899.7,RXYLT1-AS1,SCNN1B,MPL,AL008719.1,AC005606.2,PRICKLE2-AS3
19865,LINC01731,AC103808.4,DNAJB5-DT,PIN4,B3GALT6,GTSE1,AC018638.7,HS3ST3A1,AL133387.3,TM6SF2,KL,AL356475.1,AC117498.1
19866,AC243547.3,LINC01893,AC020922.2,RNF20,ATF2,UBE2A,AC012510.1,AC005304.1,AL133387.1,NCAN,OR2V2,HS3ST6,TEX49
19867,LINC00608,AC103808.6,LINC01119,TWSG1,PEX11B,ABCF2,AC004943.2,AC026116.1,AL133387.2,AL139289.1,RBP4,LINC02124,LALBA
19868,AC135457.1,AC090457.1,AC012150.1,SIRT5,PRUNE1,ACKR3,TRPV1,AC078814.1,AC005383.1,AC002985.1,TG,OR2C1,OR5BS1P
19869,AL589765.7,AC021506.1,C4orf50,ATXN1,SPTY2D1,UBE3A,TRAPPC6A,CDRT15,AC093904.1,AC005197.1,AP001043.1,AC006111.1,OR8S1
19870,PDLIM3,LINC01898,NR5A1,VCPIP1,SNAI1,NOL10,TOMM70,AC005224.2,AC093904.3,SZT2-AS1,AC007570.1,AC007218.1,AC089987.2
19871,LINC02271,AC116003.2,LINC02332,DND1,THAP1,MPND,MOSMO,AC079035.1,AC010729.1,GDF1,FAM222A-AS1,Z99943.1,C12orf54
19872,WNT5A-AS1,SMIM21,MGAT3,HILPDA,PROCR,ZNF326,PMVK,LINC02448,U95743.1,AC005387.1,INHBA,AC007221.2,ANP32D
19873,AL031058.1,AC116003.1,CRB2,NUDT4,CEP19,NAA35,MMP17,CDRT7,AC010401.2,AC010335.1,GLI3,AC007221.1,AC096888.1
19874,AC090004.1,AC116003.3,LINC02586,CAPN1,FASTKD3,TRDMT1,AL117336.3,AC108721.1,LINC01810,LINC01233,MTUS2,LINC01195,ADAMTS9
19875,LINC01033,LINC01763,LYPD5,AL451165.2,GATD3B,ADAMTS17,MMP14,AC068305.2,AC017053.1,LINC01785,KCNIP2-AS1,LINC01177,ADAMTS9-AS1
19876,LINC01555,AC009704.1,AJUBA,AMY2B,TCEA1,RNF32,AC005670.2,LRIG3,AL158835.4,GUCA2A,AC087354.1,LINC02177,ADAMTS9-AS2
19877,AC005041.3,AC091614.1,CDHR4,ZNF527,PNMA5,TNIP3,LYG2,LINC02388,TEX36,AC024563.1,RIPK4,AC087190.2,AC024257.1
19878,AC114956.2,FAM69C,AC004754.1,SPINK2,AC069224.1,AC005332.4,COX6B2,AC020637.1,TEX36-AS1,AC008991.1,DNALI1,MAEL,OR10AD1
19879,AL355482.1,LINC01922,LINC01118,DOLPP1,FAM171A1,DAB1,LINC02285,LINC02403,LINC01247,AC007795.1,ZNF32-AS2,AL158837.1,LINC02040
19880,AC139491.1,C18orf63,AC148476.1,AP003108.2,AP003486.1,AC009119.1,TGFB3,AC022816.1,LINC02186,AC079466.1,AC016257.1,TMEM114,AC074029.3
19881,AC010136.1,AC090398.1,SLIT1,ZNF34,ME3,PRPSAP2,OR2A25,AC013248.1,AC130650.1,AC079466.2,AL590068.2,AC074052.2,MAGI1
19882,AC007040.2,HFM1,ARHGAP23,DDX58,TMEM43,KLHDC7B,AC118553.2,AC083805.3,LINC02130,AC005394.1,AL021707.4,AC018767.1,MAGI1-AS1
19883,AC113382.1,AC079070.1,CSPG5,AC104695.3,RAB3A,ISG20,LGALS8-AS1,AC005863.1,AC040173.1,AC005381.1,KDELR3,AC018767.3,AC004801.3
19884,CACNA1E,CBLN2,AC092436.4,AC114760.2,C1QTNF6,AL031708.1,AC246785.3,AC083805.2,FAM53B-AS1,AC119677.1,SLC26A4-AS1,LINC02152,AC004801.4
19885,MCCD1,AC069114.1,AC119396.2,CHID1,AL139353.1,CLEC18A,FKBP3,LINC02096,LINC01824,AC093074.1,FGFR4,AC018767.2,AC004801.5
19886,AL356310.1,AC027458.1,AC010754.1,MACO1,ABCF2,OOEP,C21orf58,LINC02093,PLA2G10,AC005580.1,SLC34A1,AC093515.1,AC114401.1
19887,AC239809.3,LINC01899,LINC02323,NIF3L1,TULP2,ELF2,XAB2,AC005303.1,MIR7515HG,AC020905.1,AL136368.1,AC005774.1,AC107023.1
19888,AC239803.1,LINC01541,DSG2,DNAAF4,CHKB-DT,GEMIN5,DYNC2LI1,AC005277.1,AC009167.1,AC010511.1,AC092634.3,LINC01570,PDZRN3
19889,CPLX2,AC091691.2,LMNTD1,RWDD3,ARMC2,APBB1IP,FAF2,AC078962.2,NKX1-2,AC006504.2,AL512506.3,RBFOX1,AC034102.8
19890,ACTG2,AC090415.2,MARVELD2,AC090948.1,GOLGA7B,BRWD1,RPP14,AC012506.1,AC136443.4,ERVK-28,AC099552.1,LINC02164,AC092747.1
